Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,356,India,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,11354281,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1212,Cabbages,2023,2023,ha,433000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,68000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,122664,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1372,"Cashew nuts, in shell",2023,2023,ha,1195000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,166000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1447,Castor oil seeds,2023,2023,ha,1041071,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,491000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1344.02,Cherries,2023,2023,ha,3405,E,Estimated value,
QCL,Crops and livestock products,356,India,5312,Area harvested,1703,"Chick peas, dry",2023,2023,ha,10470862,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,852000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,453889,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,109000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,2277000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,489619,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,127493,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,681000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1315,Figs,2023,2023,ha,5867,E,Estimated value,
QCL,Crops and livestock products,356,India,5312,Area harvested,1657,"Ginger, raw",2023,2023,ha,191000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1330,Grapes,2023,2023,ha,169000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1252,Green garlic,2023,2023,ha,389000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,4742079,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1922.01,"Jute, raw or retted",2023,2023,ha,598478,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1922.02,"Kenaf, and other textile bast fibres, raw or retted",2023,2023,ha,86576,E,Estimated value,
QCL,Crops and livestock products,356,India,5312,Area harvested,1352,Kiwi fruit,2023,2023,ha,5442,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,312000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,1636781,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,186028,E,Estimated value,
QCL,Crops and livestock products,356,India,5312,Area harvested,1441,Linseed,2023,2023,ha,238731,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,112,Maize (corn),2023,2023,ha,11019656,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,2698000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,118,Millet,2023,2023,ha,9060986,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1950.01,Natural rubber in primary forms,2023,2023,ha,376335,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2023,2023,ha,111000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1239.01,Okra,2023,2023,ha,549000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,1740000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1323,Oranges,2023,2023,ha,231000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,308819,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,326,E,Estimated value,
QCL,Crops and livestock products,356,India,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,97000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,956611,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,92540,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,728372,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5312,Area harvested,1349.2,Other stone fruits,2023,2023,ha,601,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,169000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,1807000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1317,Papayas,2023,2023,ha,148000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,16488,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1342.01,Pears,2023,2023,ha,35000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,838961,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1242,"Peas, green",2023,2023,ha,609000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2023,2023,ha,299000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1707,"Pigeon peas, dry",2023,2023,ha,4130592,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1318,Pineapples,2023,2023,ha,108000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,17782,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,356,India,5312,Area harvested,1510,Potatoes,2023,2023,ha,2332000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,491429,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,8851524,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,113,Rice,2023,2023,ha,48163285,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1446,Safflower seed,2023,2023,ha,108927,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,12687643,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1444,Sesame seed,2023,2023,ha,1488224,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,114,Sorghum,2023,2023,ha,3442140,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,141,Soya beans,2023,2023,ha,13254897,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1354,Strawberries,2023,2023,ha,2421,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1802,Sugar cane,2023,2023,ha,5885317,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,212714,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,110000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,460000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1620,Tea leaves,2023,2023,ha,607373,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5312,Area harvested,1234,Tomatoes,2023,2023,ha,849000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,415588,E,Estimated value,
QCL,Crops and livestock products,356,India,5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,97085,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1221,Watermelons,2023,2023,ha,126000,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,111,Wheat,2023,2023,ha,31400716,A,Official figure,
QCL,Crops and livestock products,356,India,5312,Area harvested,1540,Yams,2023,2023,ha,39000,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1929.07,"Abaca, manila hemp, raw",2023,2023,ha,692,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1379.01,Areca nuts,2023,2023,ha,164036,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1311,Avocados,2023,2023,ha,64612,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1312,Bananas,2023,2023,ha,154593,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,156267,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1212,Cabbages,2023,2023,ha,61932,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,7039,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,34613,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1372,"Cashew nuts, in shell",2023,2023,ha,440925,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,647938,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1447,Castor oil seeds,2023,2023,ha,4959,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,13534,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,338636,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1655,"Cinnamon and cinnamon-tree flowers, raw",2023,2023,ha,88362,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1656,"Cloves (whole stems), raw",2023,2023,ha,575217,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,1393390,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,2810000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,1266848,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,40666,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,62421,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,49458,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1657,"Ginger, raw",2023,2023,ha,8343,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1290.01,Green corn (maize),2023,2023,ha,104715,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1252,Green garlic,2023,2023,ha,5341,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,273953,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1499.05,Kapok fruit,2023,2023,ha,157164,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1922.02,"Kenaf, and other textile bast fibres, raw or retted",2023,2023,ha,3905,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2023,2023,ha,58205,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,112,Maize (corn),2023,2023,ha,2476091,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,291317,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1950.01,Natural rubber in primary forms,2023,2023,ha,3152745,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2023,2023,ha,282140,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,14170000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,181683,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1323,Oranges,2023,2023,ha,77009,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,122641,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,105410,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,220542,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,2510,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,6343,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1809,Other sugar crops n.e.c.,2023,2023,ha,71247,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,177767,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,60270,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1317,Papayas,2023,2023,ha,12584,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2023,2023,ha,165900,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1318,Pineapples,2023,2023,ha,23937,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1510,Potatoes,2023,2023,ha,63606,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,8316,E,Estimated value,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,113,Rice,2023,2023,ha,10213705,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,578,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1929.05,"Sisal, raw",2023,2023,ha,303,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,141,Soya beans,2023,2023,ha,219193,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1215,Spinach,2023,2023,ha,46810,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1802,Sugar cane,2023,2023,ha,511048,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,73149,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1620,Tea leaves,2023,2023,ha,97561,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1234,Tomatoes,2023,2023,ha,61255,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,229805,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1658,"Vanilla, raw",2023,2023,ha,9798,A,Official figure,
QCL,Crops and livestock products,360,Indonesia,5312,Area harvested,1221,Watermelons,2023,2023,ha,31458,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,51310,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,2023,ha,6983,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1341,Apples,2023,2023,ha,112169,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1343,Apricots,2023,2023,ha,55025,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1216,Artichokes,2023,2023,ha,958,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1211,Asparagus,2023,2023,ha,872,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1312,Bananas,2023,2023,ha,4261,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,115,Barley,2023,2023,ha,1570937,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1701,"Beans, dry",2023,2023,ha,78604,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1702,"Broad beans and horse beans, dry",2023,2023,ha,7853,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1243,"Broad beans and horse beans, green",2023,2023,ha,0,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1212,Cabbages,2023,2023,ha,7319,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,29469,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,12791,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1447,Castor oil seeds,2023,2023,ha,16,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,1856,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1344.02,Cherries,2023,2023,ha,19084,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1703,"Chick peas, dry",2023,2023,ha,425575,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,1530,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,6441,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,15791,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1314,Dates,2023,2023,ha,113992,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,19915,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1315,Figs,2023,2023,ha,11833,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1330,Grapes,2023,2023,ha,119079,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1252,Green garlic,2023,2023,ha,4955,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,2536,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1374,"Hazelnuts, in shell",2023,2023,ha,26315,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1449.02,Hempseed,2023,2023,ha,196,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1922.01,"Jute, raw or retted",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1352,Kiwi fruit,2023,2023,ha,10127,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1254,Leeks and other alliaceous vegetables,2023,2023,ha,346,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1322,Lemons and limes,2023,2023,ha,29682,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,131631,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,14561,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1441,Linseed,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,112,Maize (corn),2023,2023,ha,38540,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,8467,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1449.01,Melonseed,2023,2023,ha,42333,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,118,Millet,2023,2023,ha,7082,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1442,Mustard seed,2023,2023,ha,5,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1450,Olives,2023,2023,ha,33080,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,52503,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1323,Oranges,2023,2023,ha,59995,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,8580,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,5871,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,23709,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,171025,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,2393,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,614,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,22284,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1349.2,Other stone fruits,2023,2023,ha,18419,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,69622,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,63106,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1317,Papayas,2023,2023,ha,28,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,31739,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1342.01,Pears,2023,2023,ha,3527,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1705,"Peas, dry",2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1242,"Peas, green",2023,2023,ha,2793,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1359.01,Persimmons,2023,2023,ha,1988,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1375,"Pistachios, in shell",2023,2023,ha,263428,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1346,Plums and sloes,2023,2023,ha,16020,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,3912,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1510,Potatoes,2023,2023,ha,76217,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,27886,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1342.02,Quinces,2023,2023,ha,8608,E,Estimated value,
