Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01234","Tomatoes","2020","2020","ha","680","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01191","Triticale","2020","2020","ha","115070","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01929.02","True hemp, raw or retted","2020","2020","ha","2250","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01221","Watermelons","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2020","2020","ha","893510","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01371","Almonds, in shell","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01341","Apples","2020","2020","ha","80","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01343","Apricots","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01216","Artichokes","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01211","Asparagus","2020","2020","ha","20","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01311","Avocados","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0115","Barley","2020","2020","ha","6000","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01702","Broad beans and horse beans, dry","2020","2020","ha","40","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01212","Cabbages","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","30","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01199.90","Cereals n.e.c.","2020","2020","ha","50","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01344.02","Cherries","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01373","Chestnuts, in shell","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01351.01","Currants","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01315","Figs","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","26190.01","Flax, processed but not spun","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01330","Grapes","2020","2020","ha","1240","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01659","Hop cones","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01352","Kiwi fruit","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","20","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","120","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01199.02","Mixed grain","2020","2020","ha","250","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0117","Oats","2020","2020","ha","1590","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01450","Olives","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","30","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01323","Oranges","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","40","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","50","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01349.20","Other stone fruits","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01342.01","Pears","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01705","Peas, dry","2020","2020","ha","290","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01242","Peas, green","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","40","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01510","Potatoes","2020","2020","ha","620","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","20","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","2660","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01353.01","Raspberries","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0113","Rice","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0116","Rye","2020","2020","ha","1030","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0114","Sorghum","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01344.01","Sour cherries","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0141","Soya beans","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01215","Spinach","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01354","Strawberries","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01801","Sugar beet","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","110","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01234","Tomatoes","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01191","Triticale","2020","2020","ha","4520","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01929.02","True hemp, raw or retted","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01376","Walnuts, in shell","2020","2020","ha","10","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01221","Watermelons","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2020","2020","ha","11930","A","Official figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","ha","55","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01341","Apples","2020","2020","ha","4629","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01343","Apricots","2020","2020","ha","179","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01311","Avocados","2020","2020","ha","3375","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01312","Bananas","2020","2020","ha","69051","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01701","Beans, dry","2020","2020","ha","57112","A","Official figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01212","Cabbages","2020","2020","ha","865","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","2666","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","15488","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01359.02","Cashewapple","2020","2020","ha","26980","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","328226","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01447","Castor oil seeds","2020","2020","ha","7619","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","33","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01199.90","Cereals n.e.c.","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","1805","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","75","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01655","Cinnamon and cinnamon-tree flowers, raw","2020","2020","ha","2130","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01656","Cloves (whole stems), raw","2020","2020","ha","74096","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01640","Cocoa beans","2020","2020","ha","14117","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01460","Coconuts, in shell","2020","2020","ha","34126","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01610","Coffee, green","2020","2020","ha","76115","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01706","Cow peas, dry","2020","2020","ha","23553","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","152","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","429","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01657","Ginger, raw","2020","2020","ha","40","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01330","Grapes","2020","2020","ha","2541","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01252","Green garlic","2020","2020","ha","411","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","77218","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01922.02","Kenaf, and other textile bast fibres, raw or retted","2020","2020","ha","410","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","1294","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","1255","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","197","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","127026","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2020","2020","ha","50235","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01653","Nutmeg, mace, cardamoms, raw","2020","2020","ha","16","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01491.01","Oil palm fruit","2020","2020","ha","1811","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","1966","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01253.01","Onions and shallots, green","2020","2020","ha","181","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01323","Oranges","2020","2020","ha","13057","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","444","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","ha","9922","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","1794","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","1000","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","400","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","12311","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","ha","230","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","57663","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","35227","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","3746","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01342.01","Pears","2020","2020","ha","988","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01705","Peas, dry","2020","2020","ha","16092","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01242","Peas, green","2020","2020","ha","1303","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01651","Pepper (Piper spp.), raw","2020","2020","ha","8228","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01318","Pineapples","2020","2020","ha","15295","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01375","Pistachios, in shell","2020","2020","ha","13196","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","476","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","1565","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01510","Potatoes","2020","2020","ha","41217","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0113","Rice","2020","2020","ha","1674540","A","Official figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","13691","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01929.05","Sisal, raw","2020","2020","ha","13936","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0114","Sorghum","2020","2020","ha","2401","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0141","Soya beans","2020","2020","ha","78","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01802","Sugar cane","2020","2020","ha","97510","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","136813","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01550","Taro","2020","2020","ha","39230","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01620","Tea leaves","2020","2020","ha","1051","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01234","Tomatoes","2020","2020","ha","4886","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01499.02","Tung nuts","2020","2020","ha","4153","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","1501","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01658","Vanilla, raw","2020","2020","ha","74116","I","Imputed value"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0111","Wheat","2020","2020","ha","416","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","ha","143","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01341","Apples","2020","2020","ha","768","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01311","Avocados","2020","2020","ha","18111","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01312","Bananas","2020","2020","ha","13627","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01701","Beans, dry","2020","2020","ha","361702","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01243","Broad beans and horse beans, green","2020","2020","ha","163","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01212","Cabbages","2020","2020","ha","9270","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","202","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","100","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","241786","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01373","Chestnuts, in shell","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","2201","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","1363","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","189","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01610","Coffee, green","2020","2020","ha","4822","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01706","Cow peas, dry","2020","2020","ha","117132","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","652","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","1032","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01330","Grapes","2020","2020","ha","35","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01252","Green garlic","2020","2020","ha","155","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","400000","T","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","2658","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","2087","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","1761836","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2020","2020","ha","67772","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0118","Millet","2020","2020","ha","57371","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01653","Nutmeg, mace, cardamoms, raw","2020","2020","ha","151","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01239.01","Okra","2020","2020","ha","1546","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","8794","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01323","Oranges","2020","2020","ha","9728","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","441","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","47906","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","4927","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","28087","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","ha","893","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","4536","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","69531","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01317","Papayas","2020","2020","ha","5499","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","1941","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01705","Peas, dry","2020","2020","ha","47700","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01242","Peas, green","2020","2020","ha","1123","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01651","Pepper (Piper spp.), raw","2020","2020","ha","407","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01707","Pigeon peas, dry","2020","2020","ha","255796","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01318","Pineapples","2020","2020","ha","14922","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","35235","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","23","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01510","Potatoes","2020","2020","ha","73105","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","19121","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0113","Rice","2020","2020","ha","72763","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","134000","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01444","Sesame seed","2020","2020","ha","9895","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01929.05","Sisal, raw","2020","2020","ha","597","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0114","Sorghum","2020","2020","ha","117132","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0141","Soya beans","2020","2020","ha","210000","T","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01354","Strawberries","2020","2020","ha","119","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01241.01","String beans","2020","2020","ha","750","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01802","Sugar cane","2020","2020","ha","28375","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","21000","T","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","303442","A","Official figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","16229","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01620","Tea leaves","2020","2020","ha","16598","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01234","Tomatoes","2020","2020","ha","30024","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01499.02","Tung nuts","2020","2020","ha","3956","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","103300","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01658","Vanilla, raw","2020","2020","ha","78","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01221","Watermelons","2020","2020","ha","80","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0111","Wheat","2020","2020","ha","551","A","Official figure"
"QCL","Crops and livestock products","458","Malaysia","5312","Area harvested","01929.07","Abaca, manila hemp, raw","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
